ID,yrbirth,social_immigrant_status,male_bl,female_bl,male_bd,female_bd,bl,sex,yrbirth_centre
VP51355,1996,local,NA,14,NA,4.4,14,Female,1.987143431
VP51377,1996,local,13.5,NA,4.5,NA,13.5,Male,1.987143431
VP51385,1996,local,NA,13.95,NA,4.4,13.95,Female,1.987143431
VR26372,1996,local,NA,13.5,NA,4.5,13.5,Female,1.987143431
VR26415,1996,local,NA,13.4,NA,4.4,13.4,Female,1.987143431
VR26465,1996,local,NA,14.2,NA,4.25,14.2,Female,1.987143431
VR26801,1996,local,13.2,NA,4.6,NA,13.2,Male,1.987143431
VR26810,1996,local,13.5,NA,4.6,NA,13.5,Male,1.987143431
VR26814,1996,local,14.5,NA,4.7,NA,14.5,Male,1.987143431
VR26828,1996,local,13.55,NA,4.5,NA,13.55,Male,1.987143431
VR26839,1996,local,14.2,NA,4.5,NA,14.2,Male,1.987143431
VR26843,1996,local,13.55,NA,4.4,NA,13.55,Male,1.987143431
VR26846,1996,local,NA,13.9,NA,4.3,13.9,Female,1.987143431
VR26853,1996,local,NA,14,NA,4.4,14,Female,1.987143431
VR26865,1996,local,12.5,NA,4.35,NA,12.5,Male,1.987143431
VR26866,1996,local,13,NA,4.5,NA,13,Male,1.987143431
VR26869,1996,local,NA,13.6,NA,4.75,13.6,Female,1.987143431
VR26902,1996,local,13.2,NA,4.3,NA,13.2,Male,1.987143431
VR26970,1996,local,14.2,NA,4.8,NA,14.2,Male,1.987143431
VR26977,1996,local,13.5,NA,4.5,NA,13.5,Male,1.987143431
VR26986,1996,local,NA,13.9,NA,4.35,13.9,Female,1.987143431
VR27183,1996,local,13.6,NA,4.4,NA,13.6,Male,1.987143431
VR27211,1996,local,NA,13.4,NA,4.4,13.4,Female,1.987143431
VR27297,1996,local,13.7,NA,4.5,NA,13.7,Male,1.987143431
VR27298,1996,local,13.6,NA,4.6,NA,13.6,Male,1.987143431
VR27300,1996,local,13.7,NA,4.55,NA,13.7,Male,1.987143431
VR27309,1996,local,13.1,NA,4.6,NA,13.1,Male,1.987143431
VR27315,1996,local,NA,14,NA,4.5,14,Female,1.987143431
VR27337,1996,local,NA,14.1,NA,4.3,14.1,Female,1.987143431
VR27357,1996,local,13.8,NA,4.25,NA,13.8,Male,1.987143431
VR27363,1996,local,NA,13.1,NA,4.3,13.1,Female,1.987143431
VR27370,1996,local,NA,13.4,NA,4.45,13.4,Female,1.987143431
VR27372,1996,local,13.2,NA,4.5,NA,13.2,Male,1.987143431
VR27380,1996,local,12.2,NA,4.5,NA,12.2,Male,1.987143431
VR27394,1996,local,NA,14.5,NA,4.6,14.5,Female,1.987143431
VR27400,1996,local,NA,13.7,NA,4.5,13.7,Female,1.987143431
VR27416,1996,local,13.1,NA,4.5,NA,13.1,Male,1.987143431
VR27527,1996,local,13.7,NA,4.7,NA,13.7,Male,1.987143431
VR27554,1996,local,NA,14.35,NA,4.4,14.35,Female,1.987143431
VR27558,1996,local,NA,13.6,NA,4.25,13.6,Female,1.987143431
VR27561,1996,local,NA,13.2,NA,4.25,13.2,Female,1.987143431
VR27623,1996,local,NA,13.9,NA,4.2,13.9,Female,1.987143431
VR27632,1996,local,NA,13.6,NA,4.1,13.6,Female,1.987143431
VR27650,1996,local,NA,13.7,NA,4.3,13.7,Female,1.987143431
VR90012,1996,local,NA,14.2,NA,4.4,14.2,Female,1.987143431
VR90118,1996,local,12.5,NA,4.4,NA,12.5,Male,1.987143431
VR90123,1996,local,13.4,NA,4.7,NA,13.4,Male,1.987143431
VR90145,1996,local,NA,14.45,NA,4.5,14.45,Female,1.987143431
VR90159,1996,local,NA,14.1,NA,4.2,14.1,Female,1.987143431
VR90179,1996,local,13.3,NA,4.5,NA,13.3,Male,1.987143431
VR90183,1996,local,NA,14.7,NA,4.4,14.7,Female,1.987143431
VR90213,1996,local,NA,14.3,NA,4.5,14.3,Female,1.987143431
VR90253,1996,local,13.5,NA,4.6,NA,13.5,Male,1.987143431
VR90264,1996,local,13.1,NA,4.35,NA,13.1,Male,1.987143431
VR90273,1996,local,13,NA,4.55,NA,13,Male,1.987143431
VR90292,1996,local,13.4,NA,4.6,NA,13.4,Male,1.987143431
VR90297,1996,local,13.1,NA,4.5,NA,13.1,Male,1.987143431
VR90299,1996,local,13.2,NA,4.7,NA,13.2,Male,1.987143431
VR90301,1996,local,13.5,NA,4.5,NA,13.5,Male,1.987143431
VR90321,1996,local,NA,13.3,NA,4.3,13.3,Female,1.987143431
VR90389,1996,local,14,NA,4.7,NA,14,Male,1.987143431
VR90406,1996,local,NA,13.7,NA,4.35,13.7,Female,1.987143431
VR90412,1996,local,13.6,NA,4.5,NA,13.6,Male,1.987143431
VR90433,1996,local,NA,13.2,NA,4.3,13.2,Female,1.987143431
VR90441,1996,local,13.4,NA,4.5,NA,13.4,Male,1.987143431
VR90463,1996,local,13.9,NA,4.6,NA,13.9,Male,1.987143431
E509351,1997,immigrant,NA,13.5,NA,4.5,13.5,Female,2.987143431
H301841,1997,immigrant,14.5,NA,4.9,NA,14.5,Male,2.987143431
H301843,1997,immigrant,13.4,NA,4.65,NA,13.4,Male,2.987143431
H301855,1997,immigrant,13.6,NA,4.7,NA,13.6,Male,2.987143431
H301876,1997,immigrant,13.4,NA,4.8,NA,13.4,Male,2.987143431
H301886,1997,immigrant,NA,13.7,NA,4.4,13.7,Female,2.987143431
H301956,1997,immigrant,13.8,NA,4.6,NA,13.8,Male,2.987143431
H301986,1997,immigrant,14.1,NA,4.7,NA,14.1,Male,2.987143431
H301988,1997,immigrant,13.4,NA,4.6,NA,13.4,Male,2.987143431
H302000,1997,immigrant,NA,14,NA,4.5,14,Female,2.987143431
K578101,1997,immigrant,NA,13.2,NA,4.3,13.2,Female,2.987143431
K578102,1997,immigrant,NA,14.2,NA,4.55,14.2,Female,2.987143431
K578103,1997,immigrant,13.3,NA,4.8,NA,13.3,Male,2.987143431
K578104,1997,immigrant,NA,13.9,NA,4.4,13.9,Female,2.987143431
K578105,1997,immigrant,NA,13.65,NA,4.5,13.65,Female,2.987143431
K578106,1997,immigrant,NA,13.8,NA,4.2,13.8,Female,2.987143431
K578107,1997,immigrant,NA,13.65,NA,4.3,13.65,Female,2.987143431
K578108,1997,immigrant,NA,14,NA,4.35,14,Female,2.987143431
K578109,1997,immigrant,NA,14.2,NA,4.6,14.2,Female,2.987143431
K578110,1997,immigrant,13.8,NA,4.6,NA,13.8,Male,2.987143431
K578111,1997,immigrant,14,NA,4.5,NA,14,Male,2.987143431
K578118,1997,immigrant,13.4,NA,4.7,NA,13.4,Male,2.987143431
K578120,1997,immigrant,NA,13.4,NA,4.3,13.4,Female,2.987143431
K578121,1997,immigrant,13.8,NA,4.6,NA,13.8,Male,2.987143431
K578122,1997,immigrant,12.9,NA,4.3,NA,12.9,Male,2.987143431
K578123,1997,immigrant,NA,13.4,NA,4.25,13.4,Female,2.987143431
K578124,1997,immigrant,NA,13.9,NA,4.6,13.9,Female,2.987143431
K578125,1997,immigrant,14.1,NA,4.8,NA,14.1,Male,2.987143431
K578126,1997,immigrant,NA,13.4,NA,4.6,13.4,Female,2.987143431
K578127,1997,immigrant,NA,13.15,NA,4.5,13.15,Female,2.987143431
K578128,1997,immigrant,13.8,NA,4.5,NA,13.8,Male,2.987143431
K578129,1997,immigrant,13.5,NA,4.5,NA,13.5,Male,2.987143431
K578130,1997,immigrant,NA,13.5,NA,4.5,13.5,Female,2.987143431
K578134,1997,immigrant,NA,12.9,NA,4.5,12.9,Female,2.987143431
K578135,1997,immigrant,NA,14,NA,4.4,14,Female,2.987143431
K578140,1997,immigrant,NA,13.9,NA,4.5,13.9,Female,2.987143431
K604748,1997,immigrant,13.3,NA,4.55,NA,13.3,Male,2.987143431
N092600,1997,immigrant,NA,13.9,NA,4.5,13.9,Female,2.987143431
VN86539,1997,local,NA,13.4,NA,4.5,13.4,Female,2.987143431
VN86575,1997,local,NA,13.6,NA,4.6,13.6,Female,2.987143431
VN86590,1997,local,NA,14.3,NA,4.6,14.3,Female,2.987143431
VN86601,1997,local,13.7,NA,4.6,NA,13.7,Male,2.987143431
VN86614,1997,local,12.9,NA,4.65,NA,12.9,Male,2.987143431
VN87454,1997,local,13.3,NA,4.4,NA,13.3,Male,2.987143431
VP32427,1997,local,NA,13.3,NA,4.3,13.3,Female,2.987143431
VP32432,1997,local,13.9,NA,4.7,NA,13.9,Male,2.987143431
VP32481,1997,local,13.4,NA,4.7,NA,13.4,Male,2.987143431
VP32496,1997,local,NA,13,NA,4.4,13,Female,2.987143431
VP32819,1997,local,NA,13.7,NA,4.3,13.7,Female,2.987143431
VP32841,1997,local,NA,13.8,NA,4.5,13.8,Female,2.987143431
VP32894,1997,local,13.5,NA,4.55,NA,13.5,Male,2.987143431
VP32913,1997,local,12.8,NA,4.6,NA,12.8,Male,2.987143431
VR26146,1997,local,14,NA,4.6,NA,14,Male,2.987143431
VR26686,1997,local,NA,14.25,NA,4.45,14.25,Female,2.987143431
VR90549,1997,local,13.2,NA,4.7,NA,13.2,Male,2.987143431
VR90550,1997,local,13.7,NA,4.5,NA,13.7,Male,2.987143431
VR90575,1997,local,NA,13.3,NA,4.2,13.3,Female,2.987143431
VR90582,1997,local,NA,13.7,NA,4.5,13.7,Female,2.987143431
VR90583,1997,local,13.1,NA,4.7,NA,13.1,Male,2.987143431
VR90585,1997,local,NA,14,NA,4.6,14,Female,2.987143431
VR90612,1997,local,NA,14.8,NA,4.4,14.8,Female,2.987143431
VR90626,1997,local,13.55,NA,4.4,NA,13.55,Male,2.987143431
VR90650,1997,local,13.3,NA,4.6,NA,13.3,Male,2.987143431
VR90652,1997,local,NA,13.8,NA,4.55,13.8,Female,2.987143431
VR90659,1997,local,13.7,NA,4.8,NA,13.7,Male,2.987143431
VR90666,1997,local,NA,14.1,NA,4.4,14.1,Female,2.987143431
VR90676,1997,local,NA,12.8,NA,4.2,12.8,Female,2.987143431
VR90677,1997,local,NA,13.8,NA,4.25,13.8,Female,2.987143431
VR90681,1997,local,NA,14.3,NA,4.5,14.3,Female,2.987143431
VR90687,1997,local,13.5,NA,4.8,NA,13.5,Male,2.987143431
VR90702,1997,local,NA,13.8,NA,4.5,13.8,Female,2.987143431
VR90720,1997,local,NA,12.9,NA,4.4,12.9,Female,2.987143431
VR90721,1997,local,NA,13.4,NA,4.6,13.4,Female,2.987143431
VR90738,1997,local,13.8,NA,4.6,NA,13.8,Male,2.987143431
VR90751,1997,local,13.6,NA,4.6,NA,13.6,Male,2.987143431
VR90761,1997,local,NA,13.5,NA,4.6,13.5,Female,2.987143431
VR90840,1997,local,NA,13.7,NA,4.4,13.7,Female,2.987143431
VR90881,1997,local,NA,14,NA,4.65,14,Female,2.987143431
VR90906,1997,local,NA,13.75,NA,4.5,13.75,Female,2.987143431
VR90926,1997,local,13.9,NA,4.5,NA,13.9,Male,2.987143431
VR90931,1997,local,14.6,NA,5.1,NA,14.6,Male,2.987143431
VR90937,1997,local,NA,13.8,NA,4.6,13.8,Female,2.987143431
VR90955,1997,local,13.4,NA,4.5,NA,13.4,Male,2.987143431
VR90958,1997,local,NA,13,NA,4.3,13,Female,2.987143431
VR90961,1997,local,13.5,NA,4.9,NA,13.5,Male,2.987143431
VR90984,1997,local,NA,13.6,NA,4.3,13.6,Female,2.987143431
VR90988,1997,local,NA,14.7,NA,4.3,14.7,Female,2.987143431
VR90991,1997,local,NA,14.3,NA,4.5,14.3,Female,2.987143431
VR90992,1997,local,14.5,NA,4.7,NA,14.5,Male,2.987143431
VR91000,1997,local,NA,13.8,NA,4.6,13.8,Female,2.987143431
VX12028,1997,local,13.7,NA,4.5,NA,13.7,Male,2.987143431
VX12117,1997,local,NA,14,NA,4.5,14,Female,2.987143431
VX14012,1997,local,NA,13.5,NA,4.3,13.5,Female,2.987143431
VX14037,1997,local,14.3,NA,4.85,NA,14.3,Male,2.987143431
VX14050,1997,local,NA,13.2,NA,4.2,13.2,Female,2.987143431
VX14060,1997,local,NA,13.9,NA,4.7,13.9,Female,2.987143431
VX14061,1997,local,14.3,NA,4.7,NA,14.3,Male,2.987143431
VX14063,1997,local,13.4,NA,4.7,NA,13.4,Male,2.987143431
VX14073,1997,local,NA,13.9,NA,4.5,13.9,Female,2.987143431
VX14082,1997,local,13.2,NA,4.7,NA,13.2,Male,2.987143431
VX14101,1997,local,NA,13.9,NA,4.6,13.9,Female,2.987143431
VX14102,1997,local,NA,14.1,NA,4.6,14.1,Female,2.987143431
VX14124,1997,local,13.7,NA,4.6,NA,13.7,Male,2.987143431
VX14133,1997,local,NA,13.1,NA,4.4,13.1,Female,2.987143431
VX14134,1997,local,NA,14.1,NA,4.4,14.1,Female,2.987143431
VX14192,1997,local,13.4,NA,4.8,NA,13.4,Male,2.987143431
VX14195,1997,local,13.6,NA,4.65,NA,13.6,Male,2.987143431
VX14199,1997,local,NA,14.3,NA,4.2,14.3,Female,2.987143431
VX14203,1997,local,13.6,NA,4.35,NA,13.6,Male,2.987143431
VX14213,1997,local,13.9,NA,4.4,NA,13.9,Male,2.987143431
VX14216,1997,local,NA,13.6,NA,4.2,13.6,Female,2.987143431
VX14228,1997,local,13.55,NA,4.4,NA,13.55,Male,2.987143431
VX14238,1997,local,NA,13.6,NA,4.4,13.6,Female,2.987143431
VX14239,1997,local,NA,13.9,NA,4.55,13.9,Female,2.987143431
VX14340,1997,local,13.3,NA,4.4,NA,13.3,Male,2.987143431
VX14357,1997,local,NA,13.4,NA,4.5,13.4,Female,2.987143431
VX14359,1997,local,NA,12.9,NA,4.4,12.9,Female,2.987143431
VX14368,1997,local,14,NA,4.4,NA,14,Male,2.987143431
VX14381,1997,local,13.7,NA,4.7,NA,13.7,Male,2.987143431
VX14382,1997,local,NA,13.2,NA,4.4,13.2,Female,2.987143431
VX14387,1997,local,14.1,NA,4.7,NA,14.1,Male,2.987143431
VX14411,1997,local,13.8,NA,4.6,NA,13.8,Male,2.987143431
VX14424,1997,local,13.3,NA,4.6,NA,13.3,Male,2.987143431
VX14468,1997,local,NA,14.5,NA,4.4,14.5,Female,2.987143431
J745050,1998,immigrant,NA,13.6,NA,4.3,13.6,Female,3.987143431
J745051,1998,immigrant,13.1,NA,4.5,NA,13.1,Male,3.987143431
J745052,1998,immigrant,NA,13.9,NA,4.35,13.9,Female,3.987143431
J745053,1998,immigrant,NA,14.2,NA,4.7,14.2,Female,3.987143431
J745055,1998,immigrant,NA,13.35,NA,4.4,13.35,Female,3.987143431
J745056,1998,immigrant,NA,13.8,NA,4.5,13.8,Female,3.987143431
J745058,1998,immigrant,NA,13.45,NA,4.7,13.45,Female,3.987143431
J745061,1998,immigrant,13.5,NA,4.45,NA,13.5,Male,3.987143431
J745062,1998,immigrant,13.2,NA,4.5,NA,13.2,Male,3.987143431
J745064,1998,immigrant,NA,13.8,NA,4.7,13.8,Female,3.987143431
J745065,1998,immigrant,NA,13.3,NA,4.4,13.3,Female,3.987143431
J745066,1998,immigrant,NA,13.7,NA,4.7,13.7,Female,3.987143431
J745067,1998,immigrant,12.9,NA,4.7,NA,12.9,Male,3.987143431
J745068,1998,immigrant,NA,13.5,NA,4.45,13.5,Female,3.987143431
J745069,1998,immigrant,NA,13,NA,4.7,13,Female,3.987143431
J745070,1998,immigrant,NA,13.2,NA,4.4,13.2,Female,3.987143431
J745071,1998,immigrant,NA,13.7,NA,4.2,13.7,Female,3.987143431
J745072,1998,immigrant,NA,14.2,NA,4.35,14.2,Female,3.987143431
J745073,1998,immigrant,13.45,NA,4.5,NA,13.45,Male,3.987143431
J745076,1998,immigrant,NA,13.4,NA,4.35,13.4,Female,3.987143431
J745077,1998,immigrant,NA,13.45,NA,4.35,13.45,Female,3.987143431
K578200,1998,immigrant,NA,13.2,NA,4.7,13.2,Female,3.987143431
NN87440,1998,local,13.8,NA,4.6,NA,13.8,Male,3.987143431
VB55623,1998,local,NA,13.7,NA,4.5,13.7,Female,3.987143431
VB55667,1998,local,NA,13.9,NA,4.3,13.9,Female,3.987143431
VB55674,1998,local,13.4,NA,4.7,NA,13.4,Male,3.987143431
VN57918,1998,local,13.5,NA,4.5,NA,13.5,Male,3.987143431
VN57950,1998,local,NA,13.6,NA,4.45,13.6,Female,3.987143431
VN57954,1998,local,13.8,NA,4.8,NA,13.8,Male,3.987143431
VN57986,1998,local,13.3,NA,4.6,NA,13.3,Male,3.987143431
VN57996,1998,local,NA,13.5,NA,4.5,13.5,Female,3.987143431
VR26029,1998,local,NA,13.2,NA,4.3,13.2,Female,3.987143431
VR26072,1998,local,13.8,NA,4.8,NA,13.8,Male,3.987143431
VX12304,1998,local,NA,13.7,NA,4.5,13.7,Female,3.987143431
VX12372,1998,local,NA,14.5,NA,4.7,14.5,Female,3.987143431
VX12512,1998,local,13.4,NA,4.8,NA,13.4,Male,3.987143431
VX12596,1998,local,NA,14.5,NA,4.6,14.5,Female,3.987143431
VX12672,1998,local,NA,13.1,NA,4.4,13.1,Female,3.987143431
VX12774,1998,local,14,NA,4.85,NA,14,Male,3.987143431
VX12895,1998,local,13,NA,4.3,NA,13,Male,3.987143431
VX13007,1998,local,NA,14,NA,4.3,14,Female,3.987143431
VX13049,1998,local,NA,13.4,NA,4.1,13.4,Female,3.987143431
VX13103,1998,local,13.5,NA,4.6,NA,13.5,Male,3.987143431
VX13105,1998,local,13.6,NA,4.8,NA,13.6,Male,3.987143431
VX13174,1998,local,NA,14.45,NA,4.65,14.45,Female,3.987143431
VX13178,1998,local,NA,13.7,NA,4.4,13.7,Female,3.987143431
VX13179,1998,local,14.3,NA,4.7,NA,14.3,Male,3.987143431
VX13223,1998,local,NA,13.7,NA,4.2,13.7,Female,3.987143431
VX13228,1998,local,12.9,NA,4.65,NA,12.9,Male,3.987143431
VX13244,1998,local,13.5,NA,4.5,NA,13.5,Male,3.987143431
VX13251,1998,local,NA,13.3,NA,4.4,13.3,Female,3.987143431
VX13277,1998,local,12.8,NA,4.6,NA,12.8,Male,3.987143431
VX13282,1998,local,NA,13.65,NA,4.4,13.65,Female,3.987143431
VX13287,1998,local,13.1,NA,4.5,NA,13.1,Male,3.987143431
VX13328,1998,local,13.7,NA,4.3,NA,13.7,Male,3.987143431
VX13329,1998,local,NA,13.6,NA,4.5,13.6,Female,3.987143431
VX13333,1998,local,13.7,NA,4.9,NA,13.7,Male,3.987143431
VX13357,1998,local,NA,13.9,NA,4.4,13.9,Female,3.987143431
VX13387,1998,local,13.3,NA,4.75,NA,13.3,Male,3.987143431
VX13407,1998,local,13.5,NA,4.4,NA,13.5,Male,3.987143431
VX13567,1998,local,13.5,NA,4.45,NA,13.5,Male,3.987143431
VX13610,1998,local,13.6,NA,4.7,NA,13.6,Male,3.987143431
VX13678,1998,local,13.55,NA,4.6,NA,13.55,Male,3.987143431
VX13724,1998,local,NA,13.5,NA,4.2,13.5,Female,3.987143431
J745081,1999,immigrant,NA,14,NA,4.6,14,Female,4.987143431
K604611,1999,immigrant,NA,13.2,NA,4.5,13.2,Female,4.987143431
K604612,1999,immigrant,13,NA,4.7,NA,13,Male,4.987143431
K604625,1999,immigrant,13.2,NA,4.6,NA,13.2,Male,4.987143431
K604635,1999,immigrant,12.9,NA,4.85,NA,12.9,Male,4.987143431
K604638,1999,immigrant,14,NA,4.7,NA,14,Male,4.987143431
K604640,1999,immigrant,NA,13.6,NA,4.35,13.6,Female,4.987143431
K604644,1999,immigrant,NA,13.7,NA,4.5,13.7,Female,4.987143431
K604648,1999,immigrant,13,NA,4.65,NA,13,Male,4.987143431
K604651,1999,immigrant,13.5,NA,4.7,NA,13.5,Male,4.987143431
K604661,1999,immigrant,13.45,NA,4.45,NA,13.45,Male,4.987143431
K604662,1999,immigrant,13.7,NA,4.4,NA,13.7,Male,4.987143431
K604663,1999,immigrant,NA,13.65,NA,4.5,13.65,Female,4.987143431
K604664,1999,immigrant,NA,13.7,NA,4.5,13.7,Female,4.987143431
K604666,1999,immigrant,13.4,NA,4.45,NA,13.4,Male,4.987143431
K604667,1999,immigrant,NA,13.9,NA,4.5,13.9,Female,4.987143431
K604668,1999,immigrant,13.1,NA,4.5,NA,13.1,Male,4.987143431
K604669,1999,immigrant,NA,12.85,NA,4.4,12.85,Female,4.987143431
K604670,1999,immigrant,14.2,NA,4.5,NA,14.2,Male,4.987143431
K604671,1999,immigrant,NA,13.5,NA,4.4,13.5,Female,4.987143431
K604672,1999,immigrant,NA,13.7,NA,4.4,13.7,Female,4.987143431
K604673,1999,immigrant,13.5,NA,4.5,NA,13.5,Male,4.987143431
K604674,1999,immigrant,NA,13.3,NA,4.4,13.3,Female,4.987143431
K604675,1999,immigrant,13.4,NA,4.5,NA,13.4,Male,4.987143431
K604677,1999,immigrant,NA,13.4,NA,4.4,13.4,Female,4.987143431
K604678,1999,immigrant,NA,14.5,NA,4.6,14.5,Female,4.987143431
K604679,1999,immigrant,NA,14,NA,4.6,14,Female,4.987143431
K604681,1999,immigrant,13.1,NA,4.45,NA,13.1,Male,4.987143431
K604682,1999,immigrant,NA,13.8,NA,4.5,13.8,Female,4.987143431
K604683,1999,immigrant,13.75,NA,4.8,NA,13.75,Male,4.987143431
K604695,1999,immigrant,13.8,NA,4.6,NA,13.8,Male,4.987143431
K604696,1999,immigrant,NA,13.4,NA,4.8,13.4,Female,4.987143431
K604697,1999,immigrant,13.5,NA,4.6,NA,13.5,Male,4.987143431
P282198,1999,immigrant,12.6,NA,4.4,NA,12.6,Male,4.987143431
P282310,1999,immigrant,NA,12.9,NA,4.45,12.9,Female,4.987143431
P282313,1999,immigrant,NA,13.5,NA,4.2,13.5,Female,4.987143431
VN87307,1999,local,NA,12.55,NA,4.3,12.55,Female,4.987143431
VN87317,1999,local,NA,13.4,NA,4.2,13.4,Female,4.987143431
VR91410,1999,local,NA,14,NA,4.4,14,Female,4.987143431
VR91483,1999,local,13.65,NA,4.5,NA,13.65,Male,4.987143431
VR91734,1999,local,NA,13.65,NA,4.7,13.65,Female,4.987143431
VR91737,1999,local,13.1,NA,4.7,NA,13.1,Male,4.987143431
VR91738,1999,local,13.7,NA,4.6,NA,13.7,Male,4.987143431
VR91811,1999,local,NA,13.3,NA,4.3,13.3,Female,4.987143431
VR91814,1999,local,NA,13.95,NA,4.4,13.95,Female,4.987143431
VR91900,1999,local,NA,13.5,NA,4.4,13.5,Female,4.987143431
VR91902,1999,local,NA,13.6,NA,4.55,13.6,Female,4.987143431
VS83402,1999,local,12.8,NA,4.6,NA,12.8,Male,4.987143431
VS83451,1999,local,13.5,NA,4.6,NA,13.5,Male,4.987143431
VS83666,1999,local,13.8,NA,4.8,NA,13.8,Male,4.987143431
VS83683,1999,local,NA,13.2,NA,4.45,13.2,Female,4.987143431
VX13727,1999,local,13,NA,4.6,NA,13,Male,4.987143431
VX13735,1999,local,NA,13.45,NA,4.4,13.45,Female,4.987143431
VX13761,1999,local,13.4,NA,4.5,NA,13.4,Male,4.987143431
VX13776,1999,local,NA,13.8,NA,4.6,13.8,Female,4.987143431
VX13789,1999,local,14.1,NA,4.5,NA,14.1,Male,4.987143431
VX13790,1999,local,NA,13.7,NA,4.3,13.7,Female,4.987143431
VX13797,1999,local,13.1,NA,4.4,NA,13.1,Male,4.987143431
VX13910,1999,local,NA,13.6,NA,4.4,13.6,Female,4.987143431
VX13937,1999,local,13.1,NA,4.8,NA,13.1,Male,4.987143431
VX13939,1999,local,NA,13.9,NA,4.8,13.9,Female,4.987143431
VX13941,1999,local,NA,13.7,NA,4.6,13.7,Female,4.987143431
C695334,2000,immigrant,13.4,NA,4.5,NA,13.4,Male,5.987143431
C695335,2000,immigrant,NA,13.3,NA,4.3,13.3,Female,5.987143431
C695336,2000,immigrant,13.5,NA,4.5,NA,13.5,Male,5.987143431
C695337,2000,immigrant,13.8,NA,4.7,NA,13.8,Male,5.987143431
C695338,2000,immigrant,NA,13.4,NA,4.4,13.4,Female,5.987143431
C695340,2000,immigrant,NA,13.7,NA,4.7,13.7,Female,5.987143431
C695341,2000,immigrant,NA,13.5,NA,4.5,13.5,Female,5.987143431
C695342,2000,immigrant,NA,13.3,NA,4.3,13.3,Female,5.987143431
C695343,2000,immigrant,13.6,NA,4.6,NA,13.6,Male,5.987143431
C695345,2000,immigrant,NA,13.6,NA,4.4,13.6,Female,5.987143431
C695346,2000,immigrant,13.4,NA,4.5,NA,13.4,Male,5.987143431
C695347,2000,immigrant,13.4,NA,4.8,NA,13.4,Male,5.987143431
C695348,2000,immigrant,NA,13.7,NA,4.5,13.7,Female,5.987143431
C695349,2000,immigrant,NA,14.1,NA,4.5,14.1,Female,5.987143431
C695351,2000,immigrant,NA,13.8,NA,4.5,13.8,Female,5.987143431
C695353,2000,immigrant,NA,14,NA,4.45,14,Female,5.987143431
C695354,2000,immigrant,NA,13.9,NA,4.4,13.9,Female,5.987143431
C695355,2000,immigrant,NA,13.7,NA,4.4,13.7,Female,5.987143431
C695356,2000,immigrant,NA,13.8,NA,4.5,13.8,Female,5.987143431
C695357,2000,immigrant,13.9,NA,4.9,NA,13.9,Male,5.987143431
C695358,2000,immigrant,NA,14.4,NA,4.55,14.4,Female,5.987143431
C695359,2000,immigrant,NA,14.1,NA,4.7,14.1,Female,5.987143431
C695360,2000,immigrant,NA,14.3,NA,4.55,14.3,Female,5.987143431
C695361,2000,immigrant,13.55,NA,4.7,NA,13.55,Male,5.987143431
C695362,2000,immigrant,NA,14,NA,4.4,14,Female,5.987143431
C695364,2000,immigrant,14.3,NA,5,NA,14.3,Male,5.987143431
C695365,2000,immigrant,13.9,NA,4.8,NA,13.9,Male,5.987143431
C695366,2000,immigrant,13.6,NA,4.8,NA,13.6,Male,5.987143431
C695371,2000,immigrant,NA,13.4,NA,4.3,13.4,Female,5.987143431
C695372,2000,immigrant,13.9,NA,4.6,NA,13.9,Male,5.987143431
C695373,2000,immigrant,13.4,NA,4.6,NA,13.4,Male,5.987143431
C695374,2000,immigrant,NA,13.8,NA,4.55,13.8,Female,5.987143431
C695380,2000,immigrant,14.15,NA,5,NA,14.15,Male,5.987143431
C695381,2000,immigrant,NA,13.9,NA,4.4,13.9,Female,5.987143431
C695382,2000,immigrant,NA,13.2,NA,4.3,13.2,Female,5.987143431
C695384,2000,immigrant,NA,13.6,NA,4.4,13.6,Female,5.987143431
C695385,2000,immigrant,NA,13.9,NA,4.6,13.9,Female,5.987143431
C695386,2000,immigrant,NA,14,NA,4.5,14,Female,5.987143431
C695387,2000,immigrant,NA,13.7,NA,4.6,13.7,Female,5.987143431
C695388,2000,immigrant,12.9,NA,4.75,NA,12.9,Male,5.987143431
C695389,2000,immigrant,14.1,NA,4.55,NA,14.1,Male,5.987143431
C695390,2000,immigrant,NA,13.8,NA,4.5,13.8,Female,5.987143431
C695391,2000,immigrant,13.4,NA,4.5,NA,13.4,Male,5.987143431
C695392,2000,immigrant,13.3,NA,4.85,NA,13.3,Male,5.987143431
C695394,2000,immigrant,NA,13.3,NA,4.2,13.3,Female,5.987143431
C695396,2000,immigrant,13.3,NA,4.5,NA,13.3,Male,5.987143431
C695397,2000,immigrant,NA,13.5,NA,4.3,13.5,Female,5.987143431
C695399,2000,immigrant,NA,13.6,NA,4.8,13.6,Female,5.987143431
K578404,2000,immigrant,13.65,NA,4.7,NA,13.65,Male,5.987143431
K578422,2000,immigrant,NA,14,NA,4.65,14,Female,5.987143431
K578447,2000,immigrant,13.7,NA,4.5,NA,13.7,Male,5.987143431
VF63505,2000,local,NA,13.6,NA,4.5,13.6,Female,5.987143431
VF64031,2000,local,NA,13.3,NA,4.6,13.3,Female,5.987143431
VF64094,2000,local,13.7,NA,4.7,NA,13.7,Male,5.987143431
VF64107,2000,local,13.5,NA,4.75,NA,13.5,Male,5.987143431
VF64111,2000,local,NA,13.9,NA,4.5,13.9,Female,5.987143431
