"","ring","date","seeds","recs","pit","yr","sp","ring.info"
"770.10","tc58158","2008-02-09",1,1,"0216B5","2008","G","2007breeder"
"770.11","tc58158","2008-02-11",39,39,"0216B5","2008","G","2007breeder"
"770.12","tc58158","2008-02-12",27,28,"0216B5","2008","G","2007breeder"
"770.13","tc58158","2008-02-13",1,1,"0216B5","2008","G","2007breeder"
"770.14","tc58158","2008-02-18",37,38,"0216B5","2008","G","2007breeder"
"770.15","tc58158","2008-02-19",42,44,"0216B5","2008","G","2007breeder"
"770.16","tc58158","2008-02-25",5,6,"0216B5","2008","G","2007breeder"
"770.17","tc58158","2008-02-26",4,5,"0216B5","2008","G","2007breeder"
"770.18","tc58158","2008-02-27",24,24,"0216B5","2008","G","2007breeder"
"770.19","tc58158","2008-02-28",17,18,"0216B5","2008","G","2007breeder"
"770.20","tc58158","2008-02-29",1,1,"0216B5","2008","G","2007breeder"
"770.21","tc58158","2008-03-02",1,1,"0216B5","2008","G","2007breeder"
"770.22","tc58158","2008-03-03",1,1,"0216B5","2008","G","2007breeder"
"746","tb27018","2007-11-04",25,26,"0217AD","2007","G","2007breeder"
"746.1","tb27018","2007-11-05",16,16,"0217AD","2007","G","2007breeder"
"746.2","tb27018","2007-11-29",32,33,"0217AD","2007","G","2007breeder"
"746.3","tb27018","2007-11-30",73,80,"0217AD","2007","G","2007breeder"
"746.4","tb27018","2007-12-01",62,66,"0217AD","2007","G","2007breeder"
"746.5","tb27018","2007-12-02",36,43,"0217AD","2007","G","2007breeder"
"746.6","tb27018","2007-12-04",8,8,"0217AD","2007","G","2007breeder"
"746.7","tb27018","2007-12-05",11,13,"0217AD","2007","G","2007breeder"
"746.8","tb27018","2007-12-10",23,24,"0217AD","2007","G","2007breeder"
"746.9","tb27018","2007-12-11",57,63,"0217AD","2007","G","2007breeder"
"746.10","tb27018","2007-12-12",25,27,"0217AD","2007","G","2007breeder"
"746.11","tb27018","2008-01-04",49,50,"0217AD","2008","G","2007breeder"
"746.12","tb27018","2008-01-05",40,45,"0217AD","2008","G","2007breeder"
"746.13","tb27018","2008-01-06",18,22,"0217AD","2008","G","2007breeder"
"746.14","tb27018","2008-01-15",51,54,"0217AD","2008","G","2007breeder"
"746.15","tb27018","2008-01-16",52,54,"0217AD","2008","G","2007breeder"
"746.16","tb27018","2008-01-17",6,6,"0217AD","2008","G","2007breeder"
"746.17","tb27018","2008-01-24",45,47,"0217AD","2008","G","2007breeder"
"746.18","tb27018","2008-01-25",56,64,"0217AD","2008","G","2007breeder"
"746.19","tb27018","2008-01-26",10,10,"0217AD","2008","G","2007breeder"
"746.20","tb27018","2008-02-07",37,39,"0217AD","2008","G","2007breeder"
"746.21","tb27018","2008-02-08",64,69,"0217AD","2008","G","2007breeder"
"746.22","tb27018","2008-02-09",28,32,"0217AD","2008","G","2007breeder"
"746.23","tb27018","2008-02-10",2,2,"0217AD","2008","G","2007breeder"
"746.24","tb27018","2008-02-18",37,39,"0217AD","2008","G","2007breeder"
"746.25","tb27018","2008-02-19",58,64,"0217AD","2008","G","2007breeder"
"509","r639465","2007-09-08",9,9,"02180B","2007","G","2007breeder"
"509.1","r639465","2007-09-09",4,4,"02180B","2007","G","2007breeder"
"509.2","r639465","2007-09-10",5,5,"02180B","2007","G","2007breeder"
"509.3","r639465","2007-09-19",10,10,"02180B","2007","G","2007breeder"
"509.4","r639465","2007-10-25",7,7,"02180B","2007","G","2007breeder"
"509.5","r639465","2007-10-26",12,12,"02180B","2007","G","2007breeder"
"509.6","r639465","2007-10-27",1,1,"02180B","2007","G","2007breeder"
"509.7","r639465","2007-11-15",1,1,"02180B","2007","G","2007breeder"
"509.8","r639465","2007-11-21",1,1,"02180B","2007","G","2007breeder"
"509.9","r639465","2007-11-27",19,19,"02180B","2007","G","2007breeder"
"509.10","r639465","2007-11-28",4,4,"02180B","2007","G","2007breeder"
"509.11","r639465","2007-12-03",5,5,"02180B","2007","G","2007breeder"
"509.12","r639465","2007-12-04",2,2,"02180B","2007","G","2007breeder"
"509.13","r639465","2007-12-29",2,2,"02180B","2007","G","2007breeder"
"509.14","r639465","2007-12-30",1,1,"02180B","2007","G","2007breeder"
"509.15","r639465","2008-01-22",1,1,"02180B","2008","G","2007breeder"
"509.16","r639465","2008-01-28",2,2,"02180B","2008","G","2007breeder"
"509.17","r639465","2008-02-04",8,9,"02180B","2008","G","2007breeder"
"509.18","r639465","2008-02-05",1,2,"02180B","2008","G","2007breeder"
"509.19","r639465","2008-02-21",5,5,"02180B","2008","G","2007breeder"
"509.20","r639465","2008-02-22",8,8,"02180B","2008","G","2007breeder"
"509.21","r639465","2008-02-28",6,6,"02180B","2008","G","2007breeder"
"509.22","r639465","2008-02-29",10,10,"02180B","2008","G","2007breeder"
"509.23","r639465","2008-03-01",7,7,"02180B","2008","G","2007breeder"
"509.24","r639465","2008-03-02",1,1,"02180B","2008","G","2007breeder"
"509.25","r639465","2008-03-07",1,1,"02180B","2008","G","2007breeder"
"509.26","r639465","2008-09-11",11,12,"02180B","2008","G","2007breeder"
"509.27","r639465","2008-09-13",2,2,"02180B","2008","G","2007breeder"
"509.28","r639465","2008-09-22",10,14,"02180B","2008","G","2007breeder"
"509.29","r639465","2008-09-23",12,13,"02180B","2008","G","2007breeder"
"509.30","r639465","2008-09-25",10,11,"02180B","2008","G","2007breeder"
"509.31","r639465","2008-09-26",7,8,"02180B","2008","G","2007breeder"
"509.32","r639465","2008-09-27",1,1,"02180B","2008","G","2007breeder"
"509.33","r639465","2008-10-04",2,2,"02180B","2008","G","2007breeder"
"509.34","r639465","2008-10-10",10,11,"02180B","2008","G","2007breeder"
"509.35","r639465","2008-10-11",1,1,"02180B","2008","G","2007breeder"
"509.36","r639465","2008-10-27",7,7,"02180B","2008","G","2007breeder"
"509.37","r639465","2008-10-28",13,13,"02180B","2008","G","2007breeder"
"509.38","r639465","2008-10-29",7,7,"02180B","2008","G","2007breeder"
"509.39","r639465","2008-11-06",5,5,"02180B","2008","G","2007breeder"
"509.40","r639465","2008-11-07",1,1,"02180B","2008","G","2007breeder"
"509.41","r639465","2008-11-15",5,6,"02180B","2008","G","2007breeder"
"509.42","r639465","2008-11-16",13,13,"02180B","2008","G","2007breeder"
"509.43","r639465","2008-11-18",18,19,"02180B","2008","G","2007breeder"
"509.44","r639465","2008-11-19",1,1,"02180B","2008","G","2007breeder"
"509.45","r639465","2008-11-27",8,8,"02180B","2008","G","2007breeder"
"509.46","r639465","2008-12-05",4,4,"02180B","2008","G","2007breeder"
"509.47","r639465","2008-12-09",4,5,"02180B","2008","G","2007breeder"
"509.48","r639465","2009-01-10",3,3,"02180B","2009","G","2007breeder"
"509.49","r639465","2009-01-13",8,8,"02180B","2009","G","2007breeder"
"509.50","r639465","2009-01-18",7,7,"02180B","2009","G","2007breeder"
"509.51","r639465","2009-01-20",4,4,"02180B","2009","G","2007breeder"
"509.52","r639465","2009-01-21",6,6,"02180B","2009","G","2007breeder"
"509.53","r639465","2009-01-23",16,17,"02180B","2009","G","2007breeder"
"509.54","r639465","2009-01-24",41,42,"02180B","2009","G","2007breeder"
"509.55","r639465","2009-01-25",11,11,"02180B","2009","G","2007breeder"
"509.56","r639465","2009-01-27",2,2,"02180B","2009","G","2007breeder"
"509.57","r639465","2009-01-30",9,9,"02180B","2009","G","2007breeder"
"509.58","r639465","2009-02-04",6,8,"02180B","2009","G","2007breeder"
"509.59","r639465","2009-02-05",17,18,"02180B","2009","G","2007breeder"
"509.60","r639465","2009-02-17",7,7,"02180B","2009","G","2007breeder"
"460","r639111","2007-08-10",6,6,"0219F5","2007","G","2007breeder"
"460.1","r639111","2007-08-11",19,24,"0219F5","2007","G","2007breeder"
"460.2","r639111","2007-08-12",1,1,"0219F5","2007","G","2007breeder"
"460.3","r639111","2007-08-15",16,16,"0219F5","2007","G","2007breeder"
"460.4","r639111","2007-08-16",50,50,"0219F5","2007","G","2007breeder"
"460.5","r639111","2007-08-17",60,63,"0219F5","2007","G","2007breeder"
"460.6","r639111","2007-08-18",36,40,"0219F5","2007","G","2007breeder"
"460.7","r639111","2007-08-19",37,41,"0219F5","2007","G","2007breeder"
"460.8","r639111","2007-08-20",35,39,"0219F5","2007","G","2007breeder"
"460.9","r639111","2007-08-30",52,58,"0219F5","2007","G","2007breeder"
"460.10","r639111","2007-08-31",58,62,"0219F5","2007","G","2007breeder"
"460.11","r639111","2007-09-01",2,2,"0219F5","2007","G","2007breeder"
"460.12","r639111","2007-10-12",9,9,"0219F5","2007","G","2007breeder"
"460.13","r639111","2007-11-26",26,28,"0219F5","2007","G","2007breeder"
"460.14","r639111","2007-11-27",53,54,"0219F5","2007","G","2007breeder"
"460.15","r639111","2007-11-28",26,27,"0219F5","2007","G","2007breeder"
"460.16","r639111","2007-12-05",72,77,"0219F5","2007","G","2007breeder"
"460.17","r639111","2007-12-06",34,36,"0219F5","2007","G","2007breeder"
"460.18","r639111","2007-12-07",48,52,"0219F5","2007","G","2007breeder"
"460.19","r639111","2007-12-08",20,20,"0219F5","2007","G","2007breeder"
"460.20","r639111","2007-12-09",1,1,"0219F5","2007","G","2007breeder"
"460.21","r639111","2008-01-07",11,14,"0219F5","2008","G","2007breeder"
"460.22","r639111","2008-01-08",47,51,"0219F5","2008","G","2007breeder"
"460.23","r639111","2008-01-15",57,64,"0219F5","2008","G","2007breeder"
"460.24","r639111","2008-01-16",9,10,"0219F5","2008","G","2007breeder"
"460.25","r639111","2008-01-17",1,1,"0219F5","2008","G","2007breeder"
"460.26","r639111","2008-01-25",40,44,"0219F5","2008","G","2007breeder"
"460.27","r639111","2008-01-26",1,2,"0219F5","2008","G","2007breeder"
"460.28","r639111","2008-02-07",31,31,"0219F5","2008","G","2007breeder"
"460.29","r639111","2008-02-08",20,21,"0219F5","2008","G","2007breeder"
"460.30","r639111","2008-02-11",17,18,"0219F5","2008","G","2007breeder"
"460.31","r639111","2008-02-12",48,54,"0219F5","2008","G","2007breeder"
"460.32","r639111","2008-02-14",1,1,"0219F5","2008","G","2007breeder"
"460.33","r639111","2008-02-25",12,14,"0219F5","2008","G","2007breeder"
"460.34","r639111","2008-02-26",35,37,"0219F5","2008","G","2007breeder"
"460.35","r639111","2008-02-28",23,23,"0219F5","2008","G","2007breeder"
"89","t177000","2008-02-28",1,1,"021A68","2008","G","2007/08winter"
"89.1","t177000","2008-02-29",6,6,"021A68","2008","G","2007/08winter"
"919","tk25658","2007-09-26",3,3,"021B79","2007","G","2007breeder"
"919.1","tk25658","2007-09-27",14,14,"021B79","2007","G","2007breeder"
"919.2","tk25658","2007-09-28",9,10,"021B79","2007","G","2007breeder"
"919.3","tk25658","2007-09-29",2,2,"021B79","2007","G","2007breeder"
"919.4","tk25658","2007-10-03",20,20,"021B79","2007","G","2007breeder"
"919.5","tk25658","2007-10-04",10,10,"021B79","2007","G","2007breeder"
"919.6","tk25658","2007-10-05",11,12,"021B79","2007","G","2007breeder"
"919.7","tk25658","2007-10-06",5,5,"021B79","2007","G","2007breeder"
"919.8","tk25658","2007-11-04",16,16,"021B79","2007","G","2007breeder"
"919.9","tk25658","2007-11-05",3,3,"021B79","2007","G","2007breeder"
"919.10","tk25658","2007-11-06",1,1,"021B79","2007","G","2007breeder"
"919.11","tk25658","2007-11-10",3,3,"021B79","2007","G","2007breeder"
"919.12","tk25658","2007-11-14",10,10,"021B79","2007","G","2007breeder"
"919.13","tk25658","2007-11-15",20,20,"021B79","2007","G","2007breeder"
"919.14","tk25658","2007-11-16",7,7,"021B79","2007","G","2007breeder"
"919.15","tk25658","2007-11-17",1,1,"021B79","2007","G","2007breeder"
"919.16","tk25658","2007-11-19",2,2,"021B79","2007","G","2007breeder"
"919.17","tk25658","2007-11-27",30,32,"021B79","2007","G","2007breeder"
"919.18","tk25658","2007-11-28",2,3,"021B79","2007","G","2007breeder"
"919.19","tk25658","2007-11-29",22,23,"021B79","2007","G","2007breeder"
"919.20","tk25658","2007-11-30",23,23,"021B79","2007","G","2007breeder"
"919.21","tk25658","2007-12-04",30,31,"021B79","2007","G","2007breeder"
"919.22","tk25658","2007-12-05",31,31,"021B79","2007","G","2007breeder"
"919.23","tk25658","2007-12-07",28,28,"021B79","2007","G","2007breeder"
"919.24","tk25658","2007-12-08",19,21,"021B79","2007","G","2007breeder"
"919.25","tk25658","2007-12-11",24,26,"021B79","2007","G","2007breeder"
"919.26","tk25658","2007-12-12",4,4,"021B79","2007","G","2007breeder"
"919.27","tk25658","2007-12-21",26,28,"021B79","2007","G","2007breeder"
"919.28","tk25658","2007-12-22",5,5,"021B79","2007","G","2007breeder"
"919.29","tk25658","2007-12-29",2,2,"021B79","2007","G","2007breeder"
"919.30","tk25658","2008-01-11",11,12,"021B79","2008","G","2007breeder"
"919.31","tk25658","2008-01-12",34,34,"021B79","2008","G","2007breeder"
"919.32","tk25658","2008-01-18",51,52,"021B79","2008","G","2007breeder"
"919.33","tk25658","2008-01-22",48,49,"021B79","2008","G","2007breeder"
"919.34","tk25658","2008-01-23",7,7,"021B79","2008","G","2007breeder"
"919.35","tk25658","2008-01-24",1,1,"021B79","2008","G","2007breeder"
"919.36","tk25658","2008-01-28",31,32,"021B79","2008","G","2007breeder"
"919.37","tk25658","2008-01-29",41,44,"021B79","2008","G","2007breeder"
"919.38","tk25658","2008-01-30",8,8,"021B79","2008","G","2007breeder"
"919.39","tk25658","2008-02-01",39,40,"021B79","2008","G","2007breeder"
"919.40","tk25658","2008-02-02",20,20,"021B79","2008","G","2007breeder"
"919.41","tk25658","2008-02-08",6,9,"021B79","2008","G","2007breeder"
"919.42","tk25658","2008-02-10",2,2,"021B79","2008","G","2007breeder"
"919.43","tk25658","2008-02-11",2,2,"021B79","2008","G","2007breeder"
"919.44","tk25658","2008-02-12",16,17,"021B79","2008","G","2007breeder"
"919.45","tk25658","2008-02-15",27,27,"021B79","2008","G","2007breeder"
"919.46","tk25658","2008-02-18",31,34,"021B79","2008","G","2007breeder"
"919.47","tk25658","2008-02-19",46,48,"021B79","2008","G","2007breeder"
"919.48","tk25658","2008-02-25",2,2,"021B79","2008","G","2007breeder"
"919.49","tk25658","2008-02-26",19,19,"021B79","2008","G","2007breeder"
"919.50","tk25658","2008-02-27",50,52,"021B79","2008","G","2007breeder"
"919.51","tk25658","2008-02-28",5,5,"021B79","2008","G","2007breeder"
"915","tk25624","2007-10-10",3,3,"02214C","2007","G","2007breeder"
"915.1","tk25624","2007-10-11",14,15,"02214C","2007","G","2007breeder"
"915.2","tk25624","2007-10-12",7,7,"02214C","2007","G","2007breeder"
"915.3","tk25624","2007-10-13",2,3,"02214C","2007","G","2007breeder"
"915.4","tk25624","2007-10-18",12,12,"02214C","2007","G","2007breeder"
"915.5","tk25624","2007-12-22",1,1,"02214C","2007","G","2007breeder"
"915.6","tk25624","2008-01-09",5,7,"02214C","2008","G","2007breeder"
"915.7","tk25624","2008-02-01",23,23,"02214C","2008","G","2007breeder"
"915.8","tk25624","2008-02-02",8,8,"02214C","2008","G","2007breeder"
"915.9","tk25624","2008-02-04",1,1,"02214C","2008","G","2007breeder"
"915.10","tk25624","2008-02-15",13,13,"02214C","2008","G","2007breeder"
"915.11","tk25624","2008-02-16",1,1,"02214C","2008","G","2007breeder"
"915.12","tk25624","2008-02-18",31,33,"02214C","2008","G","2007breeder"
"915.13","tk25624","2008-02-21",29,30,"02214C","2008","G","2007breeder"
"915.14","tk25624","2008-02-25",1,1,"02214C","2008","G","2007breeder"
"915.15","tk25624","2008-09-02",7,8,"02214C","2008","G","2007breeder"
"915.16","tk25624","2008-09-08",2,2,"02214C","2008","G","2007breeder"
"915.17","tk25624","2008-09-17",1,1,"02214C","2008","G","2007breeder"
"915.18","tk25624","2008-12-06",1,1,"02214C","2008","G","2007breeder"
"915.19","tk25624","2009-01-16",4,4,"02214C","2009","G","2007breeder"
"915.20","tk25624","2009-01-17",8,9,"02214C","2009","G","2007breeder"
"915.21","tk25624","2009-01-20",1,1,"02214C","2009","G","2007breeder"
"915.22","tk25624","2009-01-21",12,12,"02214C","2009","G","2007breeder"
"915.23","tk25624","2009-01-24",19,19,"02214C","2009","G","2007breeder"
"915.24","tk25624","2009-01-25",4,4,"02214C","2009","G","2007breeder"
"915.25","tk25624","2009-01-27",9,9,"02214C","2009","G","2007breeder"
"915.26","tk25624","2009-02-13",13,15,"02214C","2009","G","2007breeder"
"915.27","tk25624","2009-02-14",29,30,"02214C","2009","G","2007breeder"
"915.28","tk25624","2009-02-15",18,21,"02214C","2009","G","2007breeder"
"915.29","tk25624","2009-02-16",5,5,"02214C","2009","G","2007breeder"
"915.30","tk25624","2009-02-17",23,23,"02214C","2009","G","2007breeder"
"915.31","tk25624","2009-02-18",12,12,"02214C","2009","G","2007breeder"
"915.32","tk25624","2009-02-19",1,1,"02214C","2009","G","2007breeder"
"915.33","tk25624","2009-02-23",2,2,"02214C","2009","G","2007breeder"
"915.34","tk25624","2009-02-24",1,1,"02214C","2009","G","2007breeder"
"915.35","tk25624","2009-02-25",44,45,"02214C","2009","G","2007breeder"
"915.36","tk25624","2009-03-11",19,20,"02214C","2009","G","2007breeder"
"915.37","tk25624","2009-10-08",5,5,"02214C","2009","G","2007breeder"
"915.38","tk25624","2009-10-10",1,1,"02214C","2009","G","2007breeder"
"915.39","tk25624","2010-01-18",25,26,"02214C","2010","G","2007breeder"
"915.40","tk25624","2010-01-19",15,17,"02214C","2010","G","2007breeder"
"1048","tk27716","2007-09-07",27,29,"0221CC","2007","G","2007breeder"
"1048.1","tk27716","2007-09-08",31,33,"0221CC","2007","G","2007breeder"
"1048.2","tk27716","2007-09-09",32,33,"0221CC","2007","G","2007breeder"
"1048.3","tk27716","2007-09-10",18,18,"0221CC","2007","G","2007breeder"
"1048.4","tk27716","2007-09-11",1,1,"0221CC","2007","G","2007breeder"
"1048.5","tk27716","2007-10-26",13,13,"0221CC","2007","G","2007breeder"
"1048.6","tk27716","2007-10-27",10,11,"0221CC","2007","G","2007breeder"
"1048.7","tk27716","2007-11-27",10,11,"0221CC","2007","G","2007breeder"
"1048.8","tk27716","2007-11-28",8,10,"0221CC","2007","G","2007breeder"
"1048.9","tk27716","2007-12-11",14,14,"0221CC","2007","G","2007breeder"
"1048.10","tk27716","2008-01-22",9,10,"0221CC","2008","G","2007breeder"
"1048.11","tk27716","2008-02-04",21,22,"0221CC","2008","G","2007breeder"
"1048.12","tk27716","2008-02-05",9,9,"0221CC","2008","G","2007breeder"
"1048.13","tk27716","2008-02-24",1,1,"0221CC","2008","G","2007breeder"
"1048.14","tk27716","2008-03-01",1,1,"0221CC","2008","G","2007breeder"
"1048.15","tk27716","2008-03-02",1,1,"0221CC","2008","G","2007breeder"
"358","n199392","2007-10-10",29,29,"02272D","2007","G","2007breeder"
"358.1","n199392","2007-10-11",17,17,"02272D","2007","G","2007breeder"
"358.2","n199392","2007-10-12",10,10,"02272D","2007","G","2007breeder"
"358.3","n199392","2007-10-13",3,3,"02272D","2007","G","2007breeder"
"358.4","n199392","2007-11-08",21,21,"02272D","2007","G","2007breeder"
"358.5","n199392","2007-11-09",43,44,"02272D","2007","G","2007breeder"
"358.6","n199392","2007-11-10",5,5,"02272D","2007","G","2007breeder"
"358.7","n199392","2007-11-11",1,1,"02272D","2007","G","2007breeder"
"358.8","n199392","2007-11-12",1,1,"02272D","2007","G","2007breeder"
"358.9","n199392","2007-11-13",1,1,"02272D","2007","G","2007breeder"
"358.10","n199392","2007-11-15",28,31,"02272D","2007","G","2007breeder"
"358.11","n199392","2007-11-16",24,24,"02272D","2007","G","2007breeder"
"358.12","n199392","2007-11-27",25,25,"02272D","2007","G","2007breeder"
"358.13","n199392","2007-11-28",10,15,"02272D","2007","G","2007breeder"
"358.14","n199392","2007-11-29",2,2,"02272D","2007","G","2007breeder"
"358.15","n199392","2007-11-30",3,3,"02272D","2007","G","2007breeder"
"358.16","n199392","2007-12-01",1,1,"02272D","2007","G","2007breeder"
"358.17","n199392","2007-12-07",52,52,"02272D","2007","G","2007breeder"
"358.18","n199392","2007-12-08",44,52,"02272D","2007","G","2007breeder"
"358.19","n199392","2007-12-09",3,6,"02272D","2007","G","2007breeder"
"358.20","n199392","2007-12-11",21,22,"02272D","2007","G","2007breeder"
"358.21","n199392","2007-12-12",10,12,"02272D","2007","G","2007breeder"
